login_variance,claim_interval_std,session_duration_mean,income_deviation,claim_velocity_7d,is_fraud
63.0332,46.131,252.42,0.0541,1.0,0
61.1981,176.7927,202.63,0.0429,0.0,0
1.1676,0.3506,9.6597,0.2525,4.0,1
41.6263,152.3273,467.45,0.1901,1.0,0
60.7328,142.6896,179.68,0.1298,1.0,0
0.7629,0.4118,13.8953,0.5711,6.0,1
16.9968,87.3865,258.92,0.1903,0.0,0
37.2532,158.0196,411.34,0.0185,1.0,0
22.6896,124.5968,404.36,0.0043,0.0,0
69.844,34.8821,130.28,0.1102,0.0,0
1.3868,0.4935,8.2497,0.1186,3.0,1
27.0814,151.6757,504.64,0.1884,0.0,0
60.7516,83.194,535.34,0.1661,0.0,0
9.3482,91.93,439.45,0.0398,0.0,0
39.161,112.9214,150.06,0.1081,0.0,0
28.806,80.2684,373.9,0.1341,0.0,0
69.286,57.5966,299.76,0.0824,1.0,0
62.4058,62.6902,491.95,0.0635,1.0,0
49.8048,55.1538,396.58,0.1393,0.0,0
43.4374,25.13,321.9,0.1381,1.0,0
58.2219,99.2638,414.4,0.0893,0.0,0
37.1834,61.1622,129.38,0.1191,0.0,0
58.0488,68.5624,274.03,0.1223,0.0,0
58.7757,36.4868,449.12,0.1426,1.0,0
31.4439,22.7035,267.08,0.0375,0.0,0
59.3083,163.4121,216.35,0.1807,0.0,0
65.325,109.4521,455.68,0.0,0.0,0
47.0026,76.1652,622.25,0.1507,1.0,0
33.0944,176.7757,148.42,0.0703,0.0,0
432.8329,0.6706,150.6688,0.5248,4.0,1
45.1908,146.8941,494.1,0.1056,0.0,0
37.4335,91.7029,652.03,0.0921,0.0,0
62.3082,36.316,188.84,0.0477,0.0,0
30.4672,184.2539,171.0,0.0395,0.0,0
40.9442,113.034,195.17,0.0128,0.0,0
59.0004,117.9228,345.51,0.0772,1.0,0
26.2399,118.1427,205.91,0.1084,1.0,0
33.6282,28.3517,574.96,0.0164,0.0,0
65.8468,152.1394,568.63,0.0459,0.0,0
33.13,222.7082,118.13,0.1955,0.0,0
9.4776,68.7392,487.05,0.0248,0.0,0
56.8006,76.3208,567.68,0.2297,0.0,0
59.267,111.2826,645.6,0.1056,0.0,0
14.85,202.5892,548.23,0.2078,1.0,0
199.4782,2.556,135.2355,0.3769,3.0,1
22.659,39.6646,379.17,0.1376,0.0,0
7.1223,57.7365,431.58,0.0699,0.0,0
23.3564,42.3712,146.62,0.117,0.0,0
33.776,152.4124,279.37,0.1542,2.0,0
16.2227,128.8195,329.62,0.0212,0.0,0
14.5183,72.3559,317.44,0.1116,0.0,0
99.791,0.6002,97.9034,0.3585,5.0,1
54.2837,94.4091,417.24,0.2252,1.0,0
11.157,30.3225,495.49,0.2037,0.0,0
69.5881,114.4677,513.31,0.1595,0.0,0
52.1702,156.4716,421.32,0.029,0.0,0
82.2181,1.1788,225.7805,0.3036,4.0,1
49.047,138.9617,673.48,0.079,0.0,0
38.5311,60.832,299.81,0.0358,1.0,0
7.3966,116.7144,207.64,0.1112,0.0,0
19.2397,213.6186,187.72,0.0817,1.0,0
28.6164,129.1326,442.96,0.0904,0.0,0
21.2015,119.6189,534.48,0.113,0.0,0
13.8985,146.7857,247.92,0.1812,2.0,0
79.487,115.682,227.13,0.0562,0.0,0
37.4114,189.7546,387.17,0.1351,2.0,0
10.3115,51.4935,530.36,0.1309,1.0,0
39.7881,108.8674,653.08,0.049,0.0,0
47.2576,54.9538,572.18,0.0313,0.0,0
22.3082,173.5458,356.24,0.0481,0.0,0
57.5471,63.7562,203.18,0.1442,0.0,0
50.3228,31.3321,610.64,0.0459,0.0,0
62.9089,181.1108,595.93,0.0177,1.0,0
36.9947,144.3888,118.94,0.0431,0.0,0
38.4743,130.4731,348.4,0.0739,0.0,0
1.0516,0.1774,14.7302,0.3987,5.0,1
546.9424,3.2396,113.303,0.4418,2.0,1
55.6275,26.1897,533.08,0.1343,0.0,0
19.439,205.1082,291.66,0.1572,0.0,0
12.6398,134.4956,225.66,0.1462,0.0,0
70.8486,87.9651,454.67,0.0173,0.0,0
88.3525,1.3317,214.3284,0.1497,4.0,1
11.5891,119.9724,238.75,0.1629,2.0,0
14.7861,83.2974,479.21,0.101,0.0,0
470.2794,2.3565,95.9744,0.5947,3.0,1
46.9833,72.1249,508.54,0.0508,1.0,0
81.2306,197.9514,550.16,0.1565,1.0,0
74.2458,200.0189,177.63,0.1506,1.0,0
32.556,115.5945,530.81,0.1693,0.0,0
63.8173,187.4791,335.82,0.1633,0.0,0
473.4501,1.1266,109.2836,0.4073,2.0,1
28.1473,201.534,543.7,0.2197,0.0,0
15.4571,82.852,514.0,0.1693,0.0,0
29.727,176.4461,449.84,0.0925,0.0,0
38.2605,168.5208,458.7,0.1451,0.0,0
36.2336,165.814,486.27,0.0203,0.0,0
32.3699,27.6119,354.6,0.0964,0.0,0
38.8516,54.6835,303.37,0.055,1.0,0
28.9219,61.4307,215.91,0.1106,0.0,0
8.2128,156.1064,353.14,0.0231,1.0,0
65.305,48.7209,208.78,0.1943,1.0,0
17.8832,62.1408,594.17,0.177,0.0,0
13.007,156.6489,437.07,0.166,0.0,0
8.2183,91.5434,132.85,0.0814,1.0,0
77.8625,102.4286,524.56,0.0287,1.0,0
40.4216,63.0208,187.7727,0.7954,1.0,1
37.9858,38.2317,295.35,0.0629,0.0,0
51.8588,102.7559,504.82,0.0305,0.0,0
57.1436,144.5188,403.91,0.1941,0.0,0
66.0519,61.3408,202.65,0.029,0.0,0
20.9437,97.3041,291.46,0.1805,0.0,0
20.3651,184.7544,262.03,0.2148,0.0,0
37.4142,177.5983,135.55,0.0898,1.0,0
65.2712,41.2555,204.63,0.1714,1.0,0
34.3291,129.6271,171.31,0.0985,0.0,0
91.8036,1.465,234.0446,0.1792,3.0,1
66.5561,106.6999,439.72,0.085,0.0,0
103.8182,1.3193,394.3948,0.1473,3.0,1
64.2076,108.8594,341.09,0.0485,1.0,0
14.7194,102.8343,388.45,0.114,1.0,0
10.3302,204.4156,181.91,0.1935,0.0,0
57.586,24.0965,113.67,0.0916,1.0,0
27.0514,41.2728,276.24,0.224,0.0,0
30.9078,188.4345,270.37,0.0878,0.0,0
34.1343,83.6362,214.0431,0.6846,1.0,1
17.0155,97.3995,393.85,0.1013,0.0,0
710.3416,1.9805,165.5995,0.5027,4.0,1
29.265,72.9981,187.7699,0.4789,1.0,1
63.4331,94.0139,220.84,0.1369,0.0,0
9.0422,34.9997,410.28,0.0646,1.0,0
54.3394,80.4768,182.79,0.031,1.0,0
59.6559,155.635,246.64,0.0098,1.0,0
36.1958,102.2587,195.22,0.1185,0.0,0
48.7108,44.7995,442.64,0.0379,0.0,0
42.7495,219.2082,597.84,0.1922,0.0,0
60.8965,96.0671,323.05,0.0558,0.0,0
65.3967,84.68,551.65,0.1706,1.0,0
36.9072,157.0317,497.89,0.0009,0.0,0
10.7646,40.6582,619.86,0.164,1.0,0
36.5162,121.5963,405.43,0.1715,0.0,0
31.3489,124.0997,304.7,0.0158,1.0,0
34.9022,90.1941,406.86,0.1709,0.0,0
22.8803,94.0611,143.13,0.1053,1.0,0
64.0588,0.7512,114.6242,0.1131,5.0,1
41.3112,145.2678,309.47,0.1144,0.0,0
10.5111,176.4431,460.26,0.0,1.0,0
40.9033,107.869,222.25,0.0645,0.0,0
81.9537,20.0668,229.75,0.0588,0.0,0
28.7293,204.9949,312.8,0.1812,0.0,0
52.0367,139.2587,137.72,0.2341,2.0,0
10.2545,31.4442,316.3401,0.644,1.0,1
37.378,141.9624,499.34,0.2139,0.0,0
43.1688,83.544,274.31,0.158,0.0,0
38.0519,65.2765,532.88,0.073,0.0,0
60.7543,128.9537,319.98,0.0728,1.0,0
54.2326,52.4417,305.84,0.1164,0.0,0
52.429,24.4665,115.86,0.0461,1.0,0
38.7163,141.8041,468.81,0.0923,0.0,0
22.8434,202.6867,431.93,0.0585,1.0,0
16.657,159.5862,431.4,0.0947,1.0,0
26.3528,38.0785,402.91,0.09,1.0,0
11.3752,104.4236,489.72,0.0117,0.0,0
60.7034,119.1584,340.12,0.0231,0.0,0
55.5793,82.0114,262.44,0.0539,0.0,0
12.7458,137.636,427.19,0.0879,0.0,0
36.5057,102.6063,536.68,0.0899,0.0,0
29.1946,143.8283,259.67,0.0813,0.0,0
27.3229,51.0106,496.66,0.1019,0.0,0
49.9606,159.187,439.81,0.0463,0.0,0
60.035,167.7524,116.22,0.1506,0.0,0
33.6908,137.4093,263.82,0.0281,0.0,0
29.9159,68.9412,413.72,0.1442,1.0,0
23.1052,117.627,433.13,0.145,0.0,0
68.1578,132.5832,330.06,0.1865,0.0,0
59.4858,228.9901,442.29,0.1054,1.0,0
54.1268,174.4256,285.4,0.0623,0.0,0
50.1716,169.3807,151.2,0.1274,2.0,0
13.825,194.4143,526.47,0.1727,0.0,0
20.7551,129.3614,372.19,0.1418,1.0,0
23.2424,115.7646,252.7,0.0153,1.0,0
68.3007,40.0254,405.63,0.0927,0.0,0
60.7664,165.7968,446.92,0.1753,0.0,0
51.5758,96.1107,289.18,0.1158,0.0,0
75.2795,54.0615,296.85,0.1337,0.0,0
11.4479,97.7543,449.56,0.0417,0.0,0
11.1178,175.468,202.34,0.1264,0.0,0
53.5903,126.4462,583.33,0.0942,0.0,0
30.0211,111.1837,327.14,0.0675,0.0,0
46.0333,40.6552,506.81,0.0568,0.0,0
53.7756,170.957,106.54,0.0575,0.0,0
0.633,0.4436,12.3225,0.1781,6.0,1
22.499,171.4587,149.78,0.1526,0.0,0
56.8517,28.0543,170.37,0.0907,0.0,0
80.7863,32.3272,419.12,0.0148,0.0,0
15.516,156.1122,248.52,0.0244,0.0,0
11.6283,107.4196,558.05,0.078,0.0,0
49.6633,229.344,555.92,0.0653,0.0,0
12.9508,47.4431,448.48,0.1446,1.0,0
66.1788,150.5057,166.36,0.0931,1.0,0
11.2654,223.7879,231.67,0.0427,0.0,0
49.7734,199.5374,403.58,0.0578,0.0,0
23.9483,63.9311,616.85,0.1034,0.0,0
64.2676,45.7962,216.68,0.2172,0.0,0
33.0105,51.443,185.92,0.1129,1.0,0
48.4868,118.9087,731.41,0.1761,1.0,0
21.6005,167.3329,615.16,0.0431,0.0,0
66.4041,150.1313,326.79,0.1864,0.0,0
55.7743,24.1621,291.78,0.0705,0.0,0
46.7426,139.6352,500.16,0.057,0.0,0
12.8563,82.7196,261.47,0.0222,1.0,0
63.9947,151.6545,284.02,0.1716,1.0,0
21.0161,83.9479,311.01,0.0969,1.0,0
45.8598,159.6745,211.6,0.0701,0.0,0
56.9226,108.0965,187.76,0.1313,0.0,0
26.6504,203.2078,486.82,0.1662,0.0,0
11.9158,84.5764,188.48,0.0484,0.0,0
36.2472,82.9467,276.91,0.0782,0.0,0
23.9071,100.8651,442.82,0.0342,0.0,0
86.7581,1.0076,304.1164,0.4373,4.0,1
29.1074,73.6901,527.41,0.0838,0.0,0
39.626,124.9785,323.97,0.0082,0.0,0
60.9811,130.0393,226.41,0.1655,0.0,0
20.0386,38.7104,108.7304,0.9917,3.0,1
21.2811,136.786,320.31,0.1165,1.0,0
40.2962,112.5221,560.3,0.1642,0.0,0
63.209,106.266,178.36,0.0454,1.0,0
31.5084,191.7517,516.1,0.0538,0.0,0
9.7628,100.3842,241.59,0.0149,0.0,0
32.6092,0.5671,132.4674,0.448,3.0,1
65.1196,32.6468,111.45,0.0283,0.0,0
50.6378,29.0295,605.66,0.0151,1.0,0
18.3127,37.1072,264.66,0.0355,0.0,0
26.7185,176.8075,206.58,0.0475,1.0,0
29.3587,153.5636,425.94,0.2142,0.0,0
26.5861,93.2649,230.7,0.2143,0.0,0
44.5302,99.442,237.19,0.169,1.0,0
36.903,99.2931,552.43,0.0476,0.0,0
18.8613,78.5053,137.82,0.0247,0.0,0
66.4558,134.931,317.94,0.0922,1.0,0
64.2127,34.741,342.33,0.1395,0.0,0
236.8635,0.48,127.2129,0.4613,2.0,1
32.6735,111.0686,631.01,0.1888,1.0,0
36.5695,187.895,139.67,0.0514,0.0,0
67.4275,122.9206,327.07,0.14,0.0,0
35.3138,132.445,204.42,0.155,0.0,0
19.9308,41.8953,393.35,0.0317,1.0,0
30.495,113.5006,377.56,0.0521,2.0,0
60.6306,62.3682,376.88,0.0608,0.0,0
60.8288,110.7241,149.1,0.153,2.0,0
64.9626,17.8748,688.59,0.1574,0.0,0
67.4423,119.7577,542.21,0.0402,0.0,0
1.444,0.1543,4.085,0.273,4.0,1
58.8408,0.7736,131.4348,0.2921,5.0,1
41.6407,119.0031,253.01,0.207,0.0,0
22.6941,41.4739,441.45,0.1064,1.0,0
66.3276,23.669,307.23,0.0591,1.0,0
62.1202,85.9115,426.66,0.0374,0.0,0
9.5294,137.4134,235.24,0.1685,0.0,0
53.5479,22.9895,296.97,0.1974,0.0,0
26.3513,109.2119,448.51,0.1419,1.0,0
28.6358,71.1168,412.68,0.1438,0.0,0
47.3509,120.3175,282.38,0.0218,0.0,0
50.5095,41.9678,487.26,0.1269,0.0,0
44.2354,139.086,656.82,0.0346,0.0,0
53.0715,90.0197,192.88,0.1669,0.0,0
90.8147,0.9627,296.9561,0.2742,5.0,1
77.6835,192.1623,428.59,0.235,1.0,0
18.853,16.6675,227.9814,0.7864,1.0,1
219.0536,1.0357,55.4207,0.3679,4.0,1
49.4948,142.13,499.05,0.0593,0.0,0
53.1587,102.3151,515.98,0.0689,1.0,0
1.4007,0.0641,7.9465,0.1074,6.0,1
26.9837,121.518,146.0,0.0,0.0,0
26.5765,109.7071,190.66,0.0928,1.0,0
26.9115,174.7355,122.03,0.1636,1.0,0
1.0115,0.2194,11.0518,0.1885,3.0,1
38.3867,195.247,253.74,0.0698,0.0,0
42.0839,129.5332,491.51,0.0714,1.0,0
38.288,40.4838,180.78,0.0384,0.0,0
61.4203,94.0644,459.56,0.0122,0.0,0
16.3965,97.0056,486.92,0.0131,0.0,0
541.469,0.1126,190.7441,0.2925,2.0,1
39.3682,163.107,472.56,0.1293,1.0,0
12.7447,104.7985,226.96,0.0967,0.0,0
35.3004,162.3437,340.21,0.0281,0.0,0
37.466,0.8401,115.0959,0.3843,5.0,1
14.5886,89.3617,201.9,0.1856,2.0,0
59.0198,155.2512,251.89,0.1438,0.0,0
68.5618,127.459,429.15,0.1893,0.0,0
55.6368,35.3815,509.01,0.1175,0.0,0
17.6364,158.1292,372.84,0.175,0.0,0
45.0848,28.3966,289.71,0.0573,0.0,0
57.6925,166.2863,546.95,0.0658,0.0,0
45.7801,86.0934,126.47,0.031,0.0,0
20.8003,113.7095,203.9841,0.9557,3.0,1
33.5923,50.2997,397.14,0.0987,0.0,0
38.485,150.551,267.62,0.0568,0.0,0
25.2592,78.5065,617.08,0.0618,0.0,0
1.1401,0.0799,8.3998,0.5107,5.0,1
13.6856,88.8161,159.5203,0.5442,1.0,1
7.8917,31.0377,552.72,0.1612,1.0,0
39.1098,148.4492,151.34,0.1017,1.0,0
14.7219,194.7045,476.72,0.0338,1.0,0
48.2096,88.9647,265.46,0.1421,1.0,0
0.8662,0.4643,12.6118,0.146,4.0,1
44.6302,158.9453,258.98,0.0657,0.0,0
33.8797,83.6417,601.62,0.04,0.0,0
97.2775,1.487,338.8515,0.4204,3.0,1
61.4154,122.1384,192.1,0.2257,0.0,0
27.9799,65.5771,224.58,0.1751,0.0,0
40.9107,25.8047,245.49,0.1052,0.0,0
0.1475,0.3191,4.2236,0.1461,5.0,1
31.8526,165.6234,284.2,0.1279,0.0,0
28.5486,162.2568,192.33,0.0798,1.0,0
43.0635,114.5202,534.82,0.0698,0.0,0
11.1895,73.6308,407.37,0.0353,0.0,0
63.2663,60.5404,549.27,0.0741,0.0,0
48.7919,23.0293,456.46,0.0037,0.0,0
27.3386,72.1751,597.57,0.1198,0.0,0
32.7195,129.472,246.97,0.1383,0.0,0
39.8478,80.9707,389.85,0.2009,0.0,0
57.9506,117.5454,619.08,0.0056,0.0,0
73.2192,1.2139,354.7024,0.1305,4.0,1
44.0237,26.9519,361.48,0.1917,0.0,0
60.7832,1.9864,101.2993,0.4788,5.0,1
49.3644,113.6765,257.69,0.1713,0.0,0
10.5576,178.2684,162.22,0.0402,0.0,0
23.9998,160.448,382.01,0.0246,0.0,0
9.2912,126.3591,371.76,0.1873,0.0,0
14.3371,205.9084,316.64,0.0596,0.0,0
1.0593,0.4421,7.1024,0.2199,3.0,1
42.0947,124.6452,545.12,0.0643,0.0,0
57.4501,48.5863,259.72,0.1071,0.0,0
34.3001,38.5286,414.01,0.0757,0.0,0
89.1933,1.2712,435.3205,0.1672,3.0,1
63.7156,84.9471,437.62,0.056,0.0,0
15.3646,179.2605,535.67,0.0414,0.0,0
13.1723,60.4284,226.5757,0.6249,1.0,1
55.122,22.3012,320.77,0.1522,0.0,0
12.2139,35.3917,464.25,0.14,0.0,0
56.2814,49.9652,506.61,0.1455,2.0,0
32.4038,199.9027,524.05,0.0563,0.0,0
34.8102,176.7855,513.12,0.0196,2.0,0
60.5945,69.28,251.24,0.1201,1.0,0
36.9381,41.0582,193.53,0.0592,0.0,0
26.5241,35.3764,395.92,0.0314,0.0,0
79.4164,1.3451,356.8048,0.4201,4.0,1
66.3289,27.878,154.83,0.0258,0.0,0
69.4233,47.496,293.18,0.1716,0.0,0
55.803,41.3929,135.542,0.9361,1.0,1
51.9369,103.7661,572.34,0.0485,0.0,0
23.4134,184.1239,262.63,0.1604,0.0,0
45.2801,101.9617,530.98,0.1694,0.0,0
75.0609,190.1012,222.62,0.224,0.0,0
20.919,174.4457,271.4,0.1864,0.0,0
22.8379,108.9864,446.62,0.194,0.0,0
23.816,20.8779,161.05,0.1455,0.0,0
74.1349,159.54,218.76,0.1164,0.0,0
25.9421,20.2078,198.6142,0.8903,1.0,1
8.1667,147.078,263.2,0.0794,0.0,0
1.2772,0.4413,8.0492,0.3785,6.0,1
55.5415,163.8263,452.09,0.0582,0.0,0
32.0139,84.1401,544.51,0.1074,0.0,0
62.1875,58.648,267.06,0.1225,0.0,0
68.3339,117.5052,577.62,0.0502,0.0,0
19.4623,149.1215,387.78,0.2144,1.0,0
40.3678,70.9395,149.7,0.2145,0.0,0
61.7603,142.6724,442.16,0.1004,0.0,0
816.2814,2.2687,111.1094,0.6725,4.0,1
64.6661,95.3443,272.06,0.0909,0.0,0
23.647,103.8917,495.27,0.1061,0.0,0
65.1031,41.5005,197.74,0.2041,0.0,0
1.1674,0.3872,14.5058,0.4527,4.0,1
74.226,197.6691,503.95,0.2223,2.0,0
60.7545,142.386,525.37,0.1766,0.0,0
40.1421,154.7967,254.76,0.1191,1.0,0
21.8,167.826,367.24,0.1933,0.0,0
11.2292,110.9828,443.91,0.1605,0.0,0
51.7353,20.6265,210.28,0.1218,1.0,0
25.3663,58.7581,254.22,0.0933,0.0,0
45.3674,169.2129,375.23,0.0281,0.0,0
20.2942,121.7211,394.67,0.1817,1.0,0
60.6849,0.8148,215.8449,0.3821,4.0,1
18.4817,30.8139,414.7,0.0301,0.0,0
0.422,0.0529,14.2883,0.0944,5.0,1
16.192,84.3837,210.2353,0.6396,1.0,1
61.6928,1.5679,200.9493,0.3152,4.0,1
26.2618,33.4318,138.5074,0.7943,3.0,1
15.0602,103.1718,182.0,0.1113,0.0,0
39.1042,117.8912,189.53,0.0699,0.0,0
63.6888,43.4335,420.86,0.1296,0.0,0
45.5961,66.1814,279.55,0.1134,1.0,0
60.3746,146.9937,354.42,0.1169,0.0,0
76.1709,170.6348,234.77,0.0396,0.0,0
36.8229,84.3098,449.89,0.1553,0.0,0
104.712,1.2999,216.6042,0.282,3.0,1
23.9906,161.0496,392.48,0.068,0.0,0
836.173,2.0868,189.8375,0.514,3.0,1
17.9677,88.7186,139.26,0.1204,0.0,0
69.1145,54.1684,304.49,0.0699,1.0,0
38.4096,156.9688,513.91,0.1298,0.0,0
19.019,63.9056,359.99,0.159,0.0,0
44.4056,194.3689,265.47,0.1419,1.0,0
28.9748,58.0521,169.14,0.1742,0.0,0
57.7852,82.7384,182.46,0.187,0.0,0
50.3197,203.7622,441.48,0.1164,0.0,0
954.8793,2.6464,154.2632,0.4008,2.0,1
42.7333,77.6709,374.08,0.1442,0.0,0
30.287,77.9547,350.34,0.0306,0.0,0
24.5545,212.5871,467.93,0.2114,0.0,0
59.031,76.3337,160.82,0.166,0.0,0
14.4315,112.0963,501.24,0.1174,1.0,0
22.7614,89.774,181.07,0.0616,0.0,0
69.3856,45.3067,531.58,0.0529,2.0,0
9.6012,67.9021,270.11,0.1085,0.0,0
29.9978,93.0767,615.87,0.0573,0.0,0
820.2321,1.9834,89.1916,0.2379,2.0,1
56.564,157.2877,468.6,0.2357,1.0,0
57.9615,66.5384,372.67,0.2262,0.0,0
20.3971,162.5029,401.89,0.1102,0.0,0
37.0622,163.4099,293.56,0.0218,0.0,0
15.6354,146.0977,354.07,0.0605,0.0,0
28.4776,170.9254,371.63,0.1161,0.0,0
650.272,1.9634,139.5365,0.7169,4.0,1
82.1237,191.5174,495.44,0.1407,2.0,0
54.4167,21.1048,112.85,0.0459,2.0,0
23.6824,163.7708,238.46,0.0878,0.0,0
36.961,107.4154,196.71,0.0798,1.0,0
49.3827,183.5657,419.35,0.0112,0.0,0
32.2859,44.3961,488.46,0.0041,1.0,0
49.7159,32.9552,390.27,0.0034,1.0,0
17.8893,149.5602,274.71,0.2244,0.0,0
38.6665,77.1904,368.44,0.1619,0.0,0
30.7199,137.1926,483.12,0.2128,0.0,0
13.5354,118.7718,154.35,0.1833,0.0,0
57.0087,188.3728,208.18,0.1396,1.0,0
27.5075,70.8866,405.54,0.1955,0.0,0
65.2351,155.6116,501.98,0.1889,0.0,0
16.1448,22.8287,258.6596,0.6833,1.0,1
57.7566,73.3035,484.18,0.0462,0.0,0
13.5564,23.2733,235.7,0.1725,1.0,0
64.6841,149.2656,277.54,0.1317,0.0,0
40.004,26.1313,193.68,0.0951,1.0,0
45.4981,101.4789,332.72,0.0416,1.0,0
68.1023,171.1951,324.94,0.0935,0.0,0
48.7637,195.5297,246.01,0.0371,1.0,0
55.8674,151.6855,559.55,0.075,1.0,0
43.4681,84.7537,258.84,0.0764,0.0,0
88.8767,1.0907,135.642,0.4313,3.0,1
18.1451,188.7396,496.43,0.1222,1.0,0
54.9447,170.7022,351.46,0.0158,0.0,0
60.7901,72.7157,191.18,0.0673,1.0,0
65.3278,192.6427,153.44,0.1964,0.0,0
33.729,58.588,326.66,0.0193,0.0,0
47.1487,89.5245,570.46,0.0829,0.0,0
1.2679,0.0568,16.9796,0.2478,5.0,1
8.9569,158.2133,417.8,0.0916,0.0,0
66.0994,186.7069,489.28,0.0158,0.0,0
48.091,96.5917,353.12,0.182,0.0,0
73.1508,175.5847,415.73,0.1368,0.0,0
44.3848,73.5074,480.84,0.0971,0.0,0
60.0446,83.4989,304.69,0.1556,0.0,0
36.6087,47.1714,119.6,0.0751,0.0,0
22.5157,45.5576,361.27,0.1798,0.0,0
66.6309,24.1754,366.78,0.001,1.0,0
57.8736,47.9998,244.72,0.0595,0.0,0
59.187,133.6917,458.31,0.1645,0.0,0
48.218,39.1065,495.84,0.102,1.0,0
81.7125,21.9977,416.78,0.1804,1.0,0
60.3716,95.9463,496.9,0.1237,0.0,0
21.1288,54.7663,135.7426,0.5253,1.0,1
23.6566,129.1822,527.98,0.1882,1.0,0
32.8817,44.2265,556.29,0.1434,0.0,0
80.4897,124.6751,195.85,0.1026,0.0,0
37.1641,19.0514,451.12,0.0592,0.0,0
12.776,151.1665,179.33,0.0275,0.0,0
16.2683,170.1129,350.99,0.1405,1.0,0
34.0391,69.5975,319.4,0.1712,0.0,0
53.2279,63.805,552.15,0.0856,0.0,0
25.9511,94.502,468.42,0.1582,1.0,0
44.49,95.1965,261.6738,0.4236,1.0,1
38.3782,40.5551,313.51,0.1464,0.0,0
49.1476,56.8181,609.33,0.0,1.0,0
43.0574,100.814,341.39,0.0009,0.0,0
33.7827,158.6945,299.86,0.0204,0.0,0
28.2327,131.1103,183.96,0.0368,0.0,0
0.4722,0.3431,9.3689,0.2591,4.0,1
18.1305,198.0703,352.64,0.1573,1.0,0
33.7088,156.1804,506.91,0.1653,1.0,0
1204.0184,0.7312,106.2325,0.3497,4.0,1
39.4172,113.3866,206.77,0.0589,0.0,0
24.5139,36.0663,131.85,0.1824,0.0,0
58.4058,172.6022,440.09,0.0789,0.0,0
12.9716,127.8455,384.85,0.1028,1.0,0
59.1626,41.5941,507.99,0.0239,0.0,0
24.4087,61.3486,451.34,0.0892,0.0,0
21.1243,109.3192,426.63,0.1934,1.0,0
78.0311,163.39,480.66,0.1425,2.0,0
56.8026,169.1204,596.0,0.0356,0.0,0
92.0687,1.5326,124.6873,0.3992,3.0,1
46.0532,36.6682,228.3716,0.4809,2.0,1
23.9652,25.3621,116.84,0.0115,0.0,0
36.1312,112.1877,195.22,0.0506,0.0,0
35.6938,33.1546,133.55,0.0621,0.0,0
13.4523,21.4208,553.16,0.1925,0.0,0
18.2082,126.5962,440.78,0.0248,1.0,0
27.4131,176.1093,375.27,0.0643,2.0,0
9.6003,97.267,438.23,0.2166,1.0,0
59.7142,157.0768,366.95,0.0591,0.0,0
13.9703,102.0973,495.68,0.0167,0.0,0
45.1084,61.9132,424.84,0.1757,1.0,0
22.2544,35.8921,167.3936,0.5491,3.0,1
45.6167,166.9387,372.05,0.2056,0.0,0
49.802,196.1461,309.09,0.0491,0.0,0
19.0335,118.189,193.47,0.1819,1.0,0
50.4751,150.3366,441.24,0.1489,0.0,0
29.5216,46.1646,148.41,0.138,0.0,0
42.2498,160.7589,506.31,0.1388,0.0,0
85.9965,151.1386,378.79,0.2323,0.0,0
48.3744,61.7891,308.54,0.0921,1.0,0
65.7973,83.6831,395.37,0.1444,0.0,0
24.7245,45.1922,253.96,0.1933,0.0,0
15.8661,208.7647,323.1,0.0057,0.0,0
58.1477,181.7957,551.48,0.2095,0.0,0
42.8333,86.1715,531.56,0.0977,0.0,0
21.4861,130.1727,339.91,0.0599,2.0,0
57.6549,73.3107,410.93,0.1308,0.0,0
54.4437,23.4126,185.14,0.0255,0.0,0
8.944,65.5845,351.36,0.2331,0.0,0
23.1468,91.3671,555.79,0.0683,0.0,0
64.7358,55.8256,340.91,0.0131,1.0,0
38.003,85.0743,349.29,0.1412,0.0,0
60.7926,139.4799,448.67,0.0131,0.0,0
14.2943,188.6208,362.9,0.1004,0.0,0
47.2213,46.6194,140.26,0.1321,0.0,0
19.0578,26.5434,175.411,0.7591,1.0,1
73.4327,77.9605,419.68,0.1213,0.0,0
33.9355,129.4532,588.24,0.2353,0.0,0
62.7292,136.0259,256.36,0.1107,0.0,0
72.4219,43.5409,124.83,0.0904,0.0,0
34.4861,1.6798,108.795,0.4057,3.0,1
23.2579,88.3526,247.57,0.1253,0.0,0
61.8858,127.3667,197.28,0.1393,0.0,0
45.0963,176.838,690.64,0.1026,0.0,0
40.7537,53.2675,383.79,0.1049,0.0,0
224.5973,1.612,196.695,0.4381,2.0,1
57.3825,133.6496,411.18,0.0714,0.0,0
20.807,101.0419,345.96,0.0141,0.0,0
84.7607,199.8072,356.89,0.1173,1.0,0
53.253,59.4783,482.47,0.123,0.0,0
64.1663,29.036,154.05,0.1602,0.0,0
32.4848,57.4574,621.3,0.1274,1.0,0
77.025,53.523,313.15,0.0623,0.0,0
41.0561,56.7902,521.67,0.0182,1.0,0
28.5776,90.0572,160.7467,0.6394,1.0,1
68.7427,196.2116,168.14,0.2091,1.0,0
62.1586,164.368,152.38,0.0186,0.0,0
66.6695,138.5354,433.05,0.118,0.0,0
1.6979,0.0293,3.0669,0.7226,3.0,1
65.4725,61.2049,424.45,0.131,0.0,0
49.5673,193.3654,187.74,0.0814,0.0,0
72.3199,199.2155,397.29,0.0821,1.0,0
36.9133,23.1162,421.25,0.193,0.0,0
